open,high,low,close,volume,amount,position,bob,eob
3047.13,3058.989,3037.694,3058.41,37294963000,447638159948.7,0,2023-11-06 00:00:00+08:00,2023-11-06 00:00:00+08:00
3052.92,3064.577,3042.469,3057.27,32685345500,401065573918.6,0,2023-11-07 00:00:00+08:00,2023-11-07 00:00:00+08:00
3051.153,3062.991,3037.289,3052.373,33567783400,415289260078.3,0,2023-11-08 00:00:00+08:00,2023-11-08 00:00:00+08:00
3047.653,3063.467,3045.833,3053.279,31562176400,388556747091.5,0,2023-11-09 00:00:00+08:00,2023-11-09 00:00:00+08:00
3043.559,3044.001,3027.088,3038.97,28554649700,346913084540.2,0,2023-11-10 00:00:00+08:00,2023-11-10 00:00:00+08:00
3044.032,3048.621,3028.168,3046.533,29043058800,344120017221.8,0,2023-11-13 00:00:00+08:00,2023-11-13 00:00:00+08:00
3046.817,3059.529,3044.426,3056.07,29484473300,358249840157.5,0,2023-11-14 00:00:00+08:00,2023-11-14 00:00:00+08:00
3077.029,3080.128,3064.346,3072.835,30425010700,389515977974.7,0,2023-11-15 00:00:00+08:00,2023-11-15 00:00:00+08:00
3066.855,3071.452,3050.926,3050.926,27107946000,329364382654.0,0,2023-11-16 00:00:00+08:00,2023-11-16 00:00:00+08:00
3043.617,3055.856,3033.747,3054.365,26760639300,328568598825.4,0,2023-11-17 00:00:00+08:00,2023-11-17 00:00:00+08:00
3056.927,3072.513,3043.515,3068.319,28755699800,367109310168.3,0,2023-11-20 00:00:00+08:00,2023-11-20 00:00:00+08:00
3074.828,3089.774,3063.345,3067.933,33073310200,391558034861.5,0,2023-11-21 00:00:00+08:00,2023-11-21 00:00:00+08:00
3060.498,3067.962,3043.611,3043.611,28905649000,330385482669.4,0,2023-11-22 00:00:00+08:00,2023-11-22 00:00:00+08:00
3041.678,3062.866,3034.297,3061.856,27659205900,315612515641.2,0,2023-11-23 00:00:00+08:00,2023-11-23 00:00:00+08:00
3060.331,3060.331,3037.201,3040.972,28778841300,311509355931.7,0,2023-11-24 00:00:00+08:00,2023-11-24 00:00:00+08:00
3038.186,3038.358,3015.008,3031.7,31051786800,350705835457.9,0,2023-11-27 00:00:00+08:00,2023-11-27 00:00:00+08:00
3028.598,3039.695,3020.231,3038.554,26892074600,317303697729.3,0,2023-11-28 00:00:00+08:00,2023-11-28 00:00:00+08:00
3038.464,3038.977,3017.661,3021.688,27795644800,322141206078.7,0,2023-11-29 00:00:00+08:00,2023-11-29 00:00:00+08:00
3021.103,3030.909,3013.768,3029.673,28294535700,326755696099.9,0,2023-11-30 00:00:00+08:00,2023-11-30 00:00:00+08:00
3027.353,3035.76,3010.233,3031.636,28608970000,335547176425.7,0,2023-12-01 00:00:00+08:00,2023-12-01 00:00:00+08:00
3033.298,3038.979,3022.348,3022.914,28816205300,344279695966.6,0,2023-12-04 00:00:00+08:00,2023-12-04 00:00:00+08:00
3017.01,3017.01,2972.296,2972.296,29394327800,340454488082.6,0,2023-12-05 00:00:00+08:00,2023-12-05 00:00:00+08:00
2966.948,2985.314,2959.603,2968.933,29410418700,336218906356.4,0,2023-12-06 00:00:00+08:00,2023-12-06 00:00:00+08:00
2965.652,2976.015,2949.144,2966.206,29624368700,348039623969.4,0,2023-12-07 00:00:00+08:00,2023-12-07 00:00:00+08:00
2965.39,2980.834,2962.327,2969.559,36913870500,423492311947.3,0,2023-12-08 00:00:00+08:00,2023-12-08 00:00:00+08:00
2956.291,2995.67,2930.422,2991.438,36021634400,405351583216.2,0,2023-12-11 00:00:00+08:00,2023-12-11 00:00:00+08:00
2986.328,3003.746,2980.446,3003.438,28763876200,333170576418.7,0,2023-12-12 00:00:00+08:00,2023-12-12 00:00:00+08:00
2997.336,2997.336,2968.76,2968.76,28275409800,331476614720.7,0,2023-12-13 00:00:00+08:00,2023-12-13 00:00:00+08:00
2979.699,2986.177,2958.066,2958.986,27145765000,312658124559.8,0,2023-12-14 00:00:00+08:00,2023-12-14 00:00:00+08:00
2966.302,2976.309,2940.027,2942.557,28932764200,322083690788.2,0,2023-12-15 00:00:00+08:00,2023-12-15 00:00:00+08:00
2936.575,2951.148,2924.325,2930.804,29308699900,304915892999.5,0,2023-12-18 00:00:00+08:00,2023-12-18 00:00:00+08:00
2928.763,2940.501,2914.125,2932.391,26592698000,283234126181.9,0,2023-12-19 00:00:00+08:00,2023-12-19 00:00:00+08:00
2932.119,2937.101,2902.04,2902.11,26556245400,290838402139.4,0,2023-12-20 00:00:00+08:00,2023-12-20 00:00:00+08:00
2892.02,2924.256,2882.02,2918.715,28254182700,315943775543.6,0,2023-12-21 00:00:00+08:00,2023-12-21 00:00:00+08:00
2919.288,2935.7,2906.51,2914.775,29662836700,327498019580.5,0,2023-12-22 00:00:00+08:00,2023-12-22 00:00:00+08:00
2909.875,2920.632,2903.987,2918.813,22981417800,261487251019.0,0,2023-12-25 00:00:00+08:00,2023-12-25 00:00:00+08:00
2917.971,2917.971,2892.837,2898.879,22814085500,260220552772.7,0,2023-12-26 00:00:00+08:00,2023-12-26 00:00:00+08:00
2900.149,2917.956,2890.165,2914.614,24790088200,279048608009.4,0,2023-12-27 00:00:00+08:00,2023-12-27 00:00:00+08:00
2913.11,2961.648,2909.389,2954.704,33921311600,392449073493.3,0,2023-12-28 00:00:00+08:00,2023-12-28 00:00:00+08:00
2950.837,2975.032,2950.017,2974.935,29067268700,349002967266.4,0,2023-12-29 00:00:00+08:00,2023-12-29 00:00:00+08:00
