timestamp,open,high,low,close,volume
2024-03-29,989.22,1007.56,980.91,1000.0,3618020692
2024-04-01,1002.0212,1012.9764,1002.0212,1012.5231,4437632939
2024-04-02,1014.517,1018.7618,1011.5396,1017.3682,4948750432
2024-04-03,1014.8868,1015.4645,1005.0063,1010.7245,3935290189
2024-04-08,1008.5723,1021.5803,1006.0582,1010.2009,4931755106
2024-04-09,1008.5085,1013.6835,1007.4067,1012.3372,4497926061
2024-04-10,1012.4167,1013.0763,999.5234,1005.8155,4629782833
2024-04-11,999.9899,1020.9724,997.0781,1014.6233,4384331296
2024-04-12,1013.6998,1017.9502,1002.9947,1004.9527,4182164934
2024-04-15,1004.0024,1019.501,993.9218,1012.7137,5624309518
2024-04-16,1008.2169,1011.5734,987.4427,988.1859,5768202614
2024-04-17,988.9879,1015.3651,988.9879,1015.3651,5263259117
2024-04-18,1013.5346,1020.4027,1010.1619,1010.7881,5084982561
2024-04-19,1006.2568,1008.9283,996.9411,1001.1504,4554119006
2024-04-22,1000.4009,1004.9714,992.2107,992.9767,4043786392
2024-04-23,992.3802,994.8358,974.6043,976.607,3759508127
2024-04-24,978.977,988.5876,977.3071,988.4093,3702329806
2024-04-25,985.8202,990.8966,980.0582,984.9625,3486225007
2024-04-26,983.1703,996.2239,980.4892,995.051,4734165114
2024-04-29,996.0023,1010.2394,993.9207,1009.4111,5692057695
2024-04-30,1007.986,1009.7179,1000.0732,1002.1395,5143342977
2024-05-06,1012.2093,1019.1361,1009.4816,1018.7427,5278095704
2024-05-07,1018.9329,1020.0113,1014.1488,1018.9969,4470129614
2024-05-08,1016.5489,1019.3178,1008.5886,1008.993,4360628954
2024-05-09,1008.9219,1024.1102,1008.8092,1022.1486,4442762276
2024-05-10,1022.3437,1028.5199,1015.6996,1026.5543,5365515591
2024-05-13,1023.7487,1037.5417,1018.5038,1032.9459,6111936357
2024-05-14,1031.0211,1034.8811,1027.7318,1029.4407,4960435205
2024-05-15,1027.8698,1032.6799,1012.0953,1013.1074,4349057486
2024-05-16,1013.02,1015.6936,1004.4693,1007.0729,4240814019
2024-05-17,1006.0212,1013.6736,1004.1019,1013.6736,4319497581
2024-05-20,1013.7919,1022.4813,1012.9524,1021.8043,4927300826
2024-05-21,1019.7787,1019.7787,1007.4942,1010.872,3725521134
2024-05-22,1010.4625,1022.5345,1010.4625,1019.8373,4528811834
2024-05-23,1017.1285,1017.1285,1000.2257,1003.4524,4896710552
2024-05-24,1001.4063,1017.0767,1001.327,1004.7675,5472112446
2024-05-27,1006.722,1014.0688,1000.4927,1013.9717,5444838274
