symbol,trade_date,sec_id,open,high,low,close,volume,amount,pre_close,Position,updated_at,ext_data,timestamp,open_price,high_price,low_price,close_price
BK.007461,2024-04-24,925862,962.9567,997.0107,962.9567,996.957,101994940,1546031832.58,969.2247,0,2024-04-24T16:39:53+08:00,,2024-04-24,962.9567,997.0107,962.9567,996.957
BK.007461,2024-04-25,925862,1011.9413,1017.5203,998.921,1001.7643,188358729,3111658948.0,996.957,0,2024-04-25T16:40:54+08:00,,2024-04-25,1011.9413,1017.5203,998.921,1001.7643
BK.007461,2024-04-26,925862,1000.8304,1032.2368,1000.8304,1016.0519,181272608,2789960892.03,1001.7643,0,2024-04-26T16:43:21+08:00,,2024-04-26,1000.8304,1032.2368,1000.8304,1016.0519
BK.007461,2024-04-29,925862,1013.7053,1034.4103,1013.2286,1034.0388,161879619,2516590026.66,1016.0519,0,2024-04-29T16:44:06+08:00,,2024-04-29,1013.7053,1034.4103,1013.2286,1034.0388
BK.007461,2024-04-30,925862,1037.7834,1044.7534,1021.7484,1026.7773,141791344,2253210305.22,1034.0388,0,2024-04-30T16:42:40+08:00,,2024-04-30,1037.7834,1044.7534,1021.7484,1026.7773
BK.007461,2024-05-06,925862,1036.8373,1064.9436,1034.5863,1060.9044,165769311,2807356521.95,1026.7773,0,2024-05-06T16:38:28+08:00,,2024-05-06,1036.8373,1064.9436,1034.5863,1060.9044
BK.007461,2024-05-07,925862,1055.5027,1061.1311,1045.7292,1055.1962,140431015,2349353068.17,1060.9044,0,2024-05-07T16:38:39+08:00,,2024-05-07,1055.5027,1061.1311,1045.7292,1055.1962
BK.007461,2024-05-08,925862,1047.7339,1047.7339,1026.3578,1027.1082,107980268,1720415377.83,1055.1962,0,2024-05-08T17:13:34+08:00,,2024-05-08,1047.7339,1047.7339,1026.3578,1027.1082
BK.007461,2024-05-09,925862,1024.0695,1039.6818,1024.0695,1037.0641,85623637,1367721569.45,1027.1082,0,2024-05-09T17:16:37+08:00,,2024-05-09,1024.0695,1039.6818,1024.0695,1037.0641
BK.007461,2024-05-10,925862,1037.4652,1038.7958,1015.9681,1022.434,83096749,1304558278.25,1037.0641,0,2024-05-10T17:18:51+08:00,,2024-05-10,1037.4652,1038.7958,1015.9681,1022.434
BK.007461,2024-05-13,925862,1017.866,1019.766,1001.1571,1012.1118,78497722,1189982507.45,1022.434,0,2024-05-13T17:16:41+08:00,,2024-05-13,1017.866,1019.766,1001.1571,1012.1118
BK.007461,2024-05-14,925862,1014.5294,1026.5729,1011.2001,1022.8454,85724740,1260292361.15,1012.1118,0,2024-05-14T17:13:50+08:00,,2024-05-14,1014.5294,1026.5729,1011.2001,1022.8454
BK.007461,2024-05-15,925862,1026.848,1032.7058,1014.3368,1017.1489,90569565,1428653878.36,1022.8454,0,2024-05-15T17:14:29+08:00,,2024-05-15,1026.848,1032.7058,1014.3368,1017.1489
BK.007461,2024-05-16,925862,1019.1655,1030.4839,1018.0799,1022.8116,84576179,1338195046.72,1017.1489,0,2024-05-16T17:21:28+08:00,,2024-05-16,1019.1655,1030.4839,1018.0799,1022.8116
BK.007461,2024-05-17,925862,1023.5274,1031.4241,1015.8019,1031.2142,91020306,1421729792.01,1022.8116,0,2024-05-17T17:18:19+08:00,,2024-05-17,1023.5274,1031.4241,1015.8019,1031.2142
BK.007461,2024-05-20,925862,1027.2982,1034.8107,1013.2165,1016.7668,106364921,1624356372.73,1031.2142,0,2024-05-20T17:47:24+08:00,,2024-05-20,1027.2982,1034.8107,1013.2165,1016.7668
BK.007461,2024-05-21,925862,1014.4374,1014.6512,1003.0007,1007.9943,66198186,1006988464.21,1016.7668,0,2024-05-21T17:54:10+08:00,,2024-05-21,1014.4374,1014.6512,1003.0007,1007.9943
BK.007461,2024-05-22,925862,1006.2651,1015.1951,1004.9145,1011.4109,60363726,920420310.81,1007.9943,0,2024-05-22T17:23:40+08:00,,2024-05-22,1006.2651,1015.1951,1004.9145,1011.4109
BK.007461,2024-05-23,925862,1009.6039,1010.8574,985.6877,986.3077,64261263,969568983.89,1011.4109,0,2024-05-23T17:24:50+08:00,,2024-05-23,1009.6039,1010.8574,985.6877,986.3077
BK.007461,2024-05-24,925862,985.5958,988.5049,971.0792,971.0792,58610891,862633627.56,986.3077,0,2024-05-24T17:29:44+08:00,,2024-05-24,985.5958,988.5049,971.0792,971.0792
BK.007461,2024-05-27,925862,970.675,983.4442,960.3029,982.7079,63124129,923249663.13,971.0792,0,2024-05-27T17:28:42+08:00,,2024-05-27,970.675,983.4442,960.3029,982.7079
BK.007461,2024-05-28,925862,981.5059,989.5388,975.8619,977.1678,51435813,755949746.96,982.7079,0,2024-05-28T17:26:01+08:00,,2024-05-28,981.5059,989.5388,975.8619,977.1678
BK.007461,2024-05-29,925862,975.0736,987.9527,974.2199,984.6658,52771526,756192581.9,977.1678,0,2024-05-29T17:25:03+08:00,,2024-05-29,975.0736,987.9527,974.2199,984.6658
BK.007461,2024-05-30,925862,986.676,993.6376,982.2088,984.2638,55143259,833293556.53,984.6658,0,2024-05-30T17:19:44+08:00,,2024-05-30,986.676,993.6376,982.2088,984.2638
BK.007461,2024-05-31,925862,984.4505,996.607,984.4505,992.4393,52601405,769008341.88,984.2638,0,2024-05-31T17:19:20+08:00,,2024-05-31,984.4505,996.607,984.4505,992.4393
BK.007461,2024-06-03,925862,997.4379,997.4379,970.4742,977.9563,72806420,1105251665.68,992.4393,0,2024-06-03T17:23:44+08:00,,2024-06-03,997.4379,997.4379,970.4742,977.9563
BK.007461,2024-06-04,925862,973.2031,976.1251,961.4383,973.1365,59962403,886480501.6,977.9563,0,2024-06-04T17:22:35+08:00,,2024-06-04,973.2031,976.1251,961.4383,973.1365
BK.007461,2024-06-05,925862,973.4824,980.4766,967.8992,968.9006,99943268,1429357705.34,973.1365,0,2024-06-05T17:18:15+08:00,,2024-06-05,973.4824,980.4766,967.8992,968.9006
BK.007461,2024-06-06,925862,962.968,966.7882,927.9915,930.5392,98173404,1323749616.56,968.9006,0,2024-06-06T17:21:41+08:00,,2024-06-06,962.968,966.7882,927.9915,930.5392
BK.007461,2024-06-07,925862,934.4217,942.0028,920.3599,939.3416,76121538,1033681577.71,930.5392,0,2024-06-07T17:18:47+08:00,,2024-06-07,934.4217,942.0028,920.3599,939.3416
BK.007461,2024-06-11,925862,936.5918,940.5438,917.4088,937.6581,56975374,790613173.51,939.3416,0,2024-06-11T17:15:14+08:00,,2024-06-11,936.5918,940.5438,917.4088,937.6581
BK.007461,2024-06-12,925862,937.2006,945.7991,934.3781,941.9809,46035791,651672860.89,937.6581,0,2024-06-12T17:16:05+08:00,,2024-06-12,937.2006,945.7991,934.3781,941.9809
BK.007461,2024-06-13,925862,941.0157,943.7446,933.5729,935.52,46680369,663554666.96,941.9809,0,2024-06-13T17:19:25+08:00,,2024-06-13,941.0157,943.7446,933.5729,935.52
BK.007461,2024-06-14,925862,934.4505,942.6398,926.5543,939.8188,50260978,740596394.16,935.52,0,2024-06-14T17:20:31+08:00,,2024-06-14,934.4505,942.6398,926.5543,939.8188
BK.007461,2024-06-17,925862,939.3278,953.3428,932.3414,934.9234,63285836,912132840.0,939.8188,0,2024-06-17T17:13:26+08:00,,2024-06-17,939.3278,953.3428,932.3414,934.9234
BK.007461,2024-06-18,925862,935.6439,957.7901,934.4333,957.7901,79592882,1048710761.43,934.9234,0,2024-06-18T17:12:03+08:00,,2024-06-18,935.6439,957.7901,934.4333,957.7901
BK.007461,2024-06-19,925862,959.2014,962.1365,944.3848,944.8546,77923597,1069633397.15,957.7901,0,2024-06-19T17:13:58+08:00,,2024-06-19,959.2014,962.1365,944.3848,944.8546
BK.007461,2024-06-20,925862,925.8168,925.8168,888.6448,889.0618,83208808,1144307220.71,944.8546,0,2024-06-20T17:15:32+08:00,,2024-06-20,925.8168,925.8168,888.6448,889.0618
BK.007461,2024-06-21,925862,889.8409,899.475,882.2442,894.6002,47734487,640288963.74,889.0618,0,2024-06-21T17:14:42+08:00,,2024-06-21,889.8409,899.475,882.2442,894.6002
BK.007461,2024-06-24,925862,887.5309,887.9934,856.4373,858.23,60384538,763384422.11,894.6002,0,2024-06-24T17:16:08+08:00,,2024-06-24,887.5309,887.9934,856.4373,858.23
BK.007461,2024-06-25,925862,860.3332,883.3118,860.3332,872.5654,51085658,685498165.21,858.23,0,2024-06-25T17:15:15+08:00,,2024-06-25,860.3332,883.3118,860.3332,872.5654
BK.007461,2024-06-26,925862,874.123,887.8018,858.7256,887.2406,54982110,784165501.23,872.5654,0,2024-06-26T17:15:47+08:00,,2024-06-26,874.123,887.8018,858.7256,887.2406
BK.007461,2024-06-27,925862,883.9785,883.9785,858.8116,859.3127,50642592,644491372.32,887.2406,0,2024-06-27T17:14:28+08:00,,2024-06-27,883.9785,883.9785,858.8116,859.3127
BK.007461,2024-06-28,925862,858.8362,878.2531,856.3183,867.0002,51187614,680591962.92,859.3127,0,2024-06-28T17:13:31+08:00,,2024-06-28,858.8362,878.2531,856.3183,867.0002
BK.007461,2024-07-01,925862,866.7977,878.6517,856.8099,876.1761,49893979,654873592.22,867.0002,0,2024-07-01T17:15:28+08:00,,2024-07-01,866.7977,878.6517,856.8099,876.1761
BK.007461,2024-07-02,925862,874.6334,878.0207,859.205,862.6963,44646966,583736770.51,876.1761,0,2024-07-02T17:14:04+08:00,,2024-07-02,874.6334,878.0207,859.205,862.6963
BK.007461,2024-07-03,925862,862.9744,867.9548,852.5577,854.1005,37568615,484025377.77,862.6963,0,2024-07-03T17:13:27+08:00,,2024-07-03,862.9744,867.9548,852.5577,854.1005
BK.007461,2024-07-04,925862,855.5763,863.2834,837.1313,840.3381,38867174,481863680.6,854.1005,0,2024-07-04T17:14:44+08:00,,2024-07-04,855.5763,863.2834,837.1313,840.3381
BK.007461,2024-07-05,925862,838.349,847.2358,828.8915,842.1877,36903972,462666245.63,840.3381,0,2024-07-05T17:14:34+08:00,,2024-07-05,838.349,847.2358,828.8915,842.1877
BK.007461,2024-07-08,925862,835.8138,835.8138,817.4518,819.6592,36799330,440932360.86,842.1877,0,2024-07-08T17:14:08+08:00,,2024-07-08,835.8138,835.8138,817.4518,819.6592
BK.007461,2024-07-09,925862,818.2279,849.7279,817.5242,849.6837,60300925,752707089.04,819.6592,0,2024-07-09T17:16:12+08:00,,2024-07-09,818.2279,849.7279,817.5242,849.6837
BK.007461,2024-07-10,925862,851.8554,867.2632,848.6336,855.9543,63883670,743929123.41,849.6837,0,2024-07-10T17:12:54+08:00,,2024-07-10,851.8554,867.2632,848.6336,855.9543
BK.007461,2024-07-11,925862,867.6131,877.3649,866.2117,876.3554,73789218,835279113.78,855.9543,0,2024-07-11T17:14:48+08:00,,2024-07-11,867.6131,877.3649,866.2117,876.3554
BK.007461,2024-07-12,925862,876.7089,895.6757,874.9424,891.7396,93839150,1136383112.51,876.3554,0,2024-07-12T17:12:53+08:00,,2024-07-12,876.7089,895.6757,874.9424,891.7396
BK.007461,2024-07-15,925862,889.0149,895.371,881.1251,884.2823,74696928,929340025.98,891.7396,0,2024-07-15T17:11:35+08:00,,2024-07-15,889.0149,895.371,881.1251,884.2823
BK.007461,2024-07-16,925862,878.6135,887.845,875.9308,881.912,50282737,624962273.66,884.2823,0,2024-07-16T17:10:57+08:00,,2024-07-16,878.6135,887.845,875.9308,881.912
BK.007461,2024-07-17,925862,882.6008,882.6008,857.7514,857.7514,53840533,647754833.45,881.912,0,2024-07-17T17:11:55+08:00,,2024-07-17,882.6008,882.6008,857.7514,857.7514
BK.007461,2024-07-18,925862,854.1337,857.2095,840.5582,853.6404,42499781,497340732.66,857.7514,0,2024-07-18T17:13:50+08:00,,2024-07-18,854.1337,857.2095,840.5582,853.6404
BK.007461,2024-07-19,925862,851.633,864.5176,847.8665,855.2365,43303824,532534563.18,853.6404,0,2024-07-19T17:13:53+08:00,,2024-07-19,851.633,864.5176,847.8665,855.2365
BK.007461,2024-07-22,925862,855.3719,859.45,849.6262,856.442,54110893,627888053.33,855.2365,0,2024-07-22T17:12:35+08:00,,2024-07-22,855.3719,859.45,849.6262,856.442
BK.007461,2024-07-23,925862,855.6528,862.4888,838.2314,838.7369,63605948,688772086.49,856.442,0,2024-07-23T17:14:39+08:00,,2024-07-23,855.6528,862.4888,838.2314,838.7369
BK.007461,2024-07-24,925862,838.622,838.622,818.9041,824.3406,65085895,726621559.53,838.7369,0,2024-07-24T17:14:43+08:00,,2024-07-24,838.622,838.622,818.9041,824.3406
BK.007461,2024-07-25,925862,820.7316,837.7515,816.958,833.2175,53051658,566701789.05,824.3406,0,2024-07-25T17:13:37+08:00,,2024-07-25,820.7316,837.7515,816.958,833.2175
BK.007461,2024-07-26,925862,833.4984,864.8121,833.4984,864.8121,71075442,884642033.22,833.2175,0,2024-07-26T17:13:55+08:00,,2024-07-26,833.4984,864.8121,833.4984,864.8121
BK.007461,2024-07-29,925862,867.2745,873.1075,858.8135,865.0728,77127159,911096909.36,864.8121,0,2024-07-29T17:11:08+08:00,,2024-07-29,867.2745,873.1075,858.8135,865.0728
BK.007461,2024-07-30,925862,860.3904,860.7429,849.2712,855.2658,62574636,760046813.42,865.0728,0,2024-07-30T17:13:25+08:00,,2024-07-30,860.3904,860.7429,849.2712,855.2658
BK.007461,2024-07-31,925862,854.9467,889.8021,854.9363,889.366,82504006,1021027427.87,855.2658,0,2024-07-31T17:16:44+08:00,,2024-07-31,854.9467,889.8021,854.9363,889.366
BK.007461,2024-08-01,925862,890.9762,898.2951,887.9711,895.5914,94533334,1190202940.79,889.366,0,2024-08-01T17:15:21+08:00,,2024-08-01,890.9762,898.2951,887.9711,895.5914
BK.007461,2024-08-02,925862,890.1561,894.3054,878.2,878.843,108241668,1395586117.72,895.5914,0,2024-08-02T17:16:59+08:00,,2024-08-02,890.1561,894.3054,878.2,878.843
BK.007461,2024-08-05,925862,873.5513,878.9359,846.5485,846.5485,80872500,971714033.7,878.843,0,2024-08-05T17:18:12+08:00,,2024-08-05,873.5513,878.9359,846.5485,846.5485
BK.007461,2024-08-06,925862,855.0781,862.4633,846.9207,856.4384,57088556,715902761.23,846.5485,0,2024-08-06T17:15:34+08:00,,2024-08-06,855.0781,862.4633,846.9207,856.4384
BK.007461,2024-08-07,925862,856.0602,862.2901,852.3437,856.9805,53371225,647003385.85,856.4384,0,2024-08-07T17:12:13+08:00,,2024-08-07,856.0602,862.2901,852.3437,856.9805
BK.007461,2024-08-08,925862,851.9577,853.9503,835.643,848.1574,55011824,666632847.22,856.9805,0,2024-08-08T17:10:57+08:00,,2024-08-08,851.9577,853.9503,835.643,848.1574
BK.007461,2024-08-09,925862,849.9326,857.9388,845.9647,845.9647,40727651,492028758.39,848.1574,0,2024-08-09T17:10:08+08:00,,2024-08-09,849.9326,857.9388,845.9647,845.9647
BK.007461,2024-08-12,925862,847.9789,848.4504,837.2548,840.4022,36600080,434773313.34,845.9647,0,2024-08-12T17:11:05+08:00,,2024-08-12,847.9789,848.4504,837.2548,840.4022
BK.007461,2024-08-13,925862,839.7949,847.6694,836.9723,847.6694,28594498,355700253.79,840.4022,0,2024-08-13T17:09:36+08:00,,2024-08-13,839.7949,847.6694,836.9723,847.6694
BK.007461,2024-08-14,925862,846.6915,853.4202,843.6721,847.5917,36136008,478160121.83,847.6694,0,2024-08-14T17:07:28+08:00,,2024-08-14,846.6915,853.4202,843.6721,847.5917
BK.007461,2024-08-15,925862,845.4131,861.2488,839.3259,858.1127,57699780,699522328.32,847.5917,0,2024-08-15T17:09:06+08:00,,2024-08-15,845.4131,861.2488,839.3259,858.1127
BK.007461,2024-08-16,925862,856.3456,858.5994,847.2626,847.5676,46733657,580338180.61,858.1127,0,2024-08-16T17:08:00+08:00,,2024-08-16,856.3456,858.5994,847.2626,847.5676
BK.007461,2024-08-19,925862,844.6116,853.6165,841.1714,842.49,42030060,534388905.53,847.5676,0,2024-08-19T17:07:17+08:00,,2024-08-19,844.6116,853.6165,841.1714,842.49
BK.007461,2024-08-20,925862,845.8354,846.0732,817.42,822.8128,58175102,714267914.92,842.49,0,2024-08-20T17:08:24+08:00,,2024-08-20,845.8354,846.0732,817.42,822.8128
BK.007461,2024-08-21,925862,819.0554,820.272,812.5709,814.5645,39839739,490691895.82,822.8128,0,2024-08-21T17:07:29+08:00,,2024-08-21,819.0554,820.272,812.5709,814.5645
BK.007461,2024-08-22,925862,811.7556,814.1746,789.938,791.4025,40779743,502991395.62,814.5645,0,2024-08-22T17:06:39+08:00,,2024-08-22,811.7556,814.1746,789.938,791.4025
BK.007461,2024-08-23,925862,789.993,798.1705,785.2741,793.2811,37425303,461464018.37,791.4025,0,2024-08-23T17:05:30+08:00,,2024-08-23,789.993,798.1705,785.2741,793.2811
BK.007461,2024-08-26,925862,792.7557,801.9188,788.9574,796.543,28487443,331543724.64,793.2811,0,2024-08-26T17:06:30+08:00,,2024-08-26,792.7557,801.9188,788.9574,796.543
BK.007461,2024-08-27,925862,794.5215,794.5215,782.6109,785.5736,25426343,300262371.18,796.543,0,2024-08-27T17:07:13+08:00,,2024-08-27,794.5215,794.5215,782.6109,785.5736
BK.007461,2024-08-28,925862,783.3101,792.6536,780.1694,787.2195,24039290,277067785.01,785.5736,0,2024-08-28T17:06:34+08:00,,2024-08-28,783.3101,792.6536,780.1694,787.2195
BK.007461,2024-08-29,925862,784.0038,804.2407,782.8141,800.9907,40271620,472905853.89,787.2195,0,2024-08-29T17:09:03+08:00,,2024-08-29,784.0038,804.2407,782.8141,800.9907
BK.007461,2024-08-30,925862,800.5987,820.2213,795.4858,809.8412,53164464,630568644.08,800.9907,0,2024-08-30T17:12:22+08:00,,2024-08-30,800.5987,820.2213,795.4858,809.8412
BK.007461,2024-09-02,925862,808.5818,815.3143,790.9934,791.2861,47679727,560573048.24,809.8412,0,2024-09-02T17:07:52+08:00,,2024-09-02,808.5818,815.3143,790.9934,791.2861
BK.007461,2024-09-03,925862,792.2072,802.5662,789.2454,801.8534,33552963,403489294.99,791.2861,0,2024-09-03T17:06:21+08:00,,2024-09-03,792.2072,802.5662,789.2454,801.8534
BK.007461,2024-09-04,925862,799.6091,808.6376,794.026,802.0952,29412939,351981191.89,801.8534,0,2024-09-04T17:09:24+08:00,,2024-09-04,799.6091,808.6376,794.026,802.0952
BK.007461,2024-09-05,925862,802.5783,810.2913,802.4952,808.8929,33902734,430152210.6,802.0952,0,2024-09-05T17:19:36+08:00,,2024-09-05,802.5783,810.2913,802.4952,808.8929
BK.007461,2024-09-06,925862,808.531,811.5209,794.7435,795.015,34669524,431441386.87,808.8929,0,2024-09-06T17:18:13+08:00,,2024-09-06,808.531,811.5209,794.7435,795.015
BK.007461,2024-09-09,925862,790.3774,797.4614,784.9534,789.9507,26020162,310245395.68,795.015,0,2024-09-09T17:18:06+08:00,,2024-09-09,790.3774,797.4614,784.9534,789.9507
BK.007461,2024-09-10,925862,789.4639,794.1536,777.1265,791.4677,29062947,333245734.98,789.9507,0,2024-09-10T17:20:22+08:00,,2024-09-10,789.4639,794.1536,777.1265,791.4677
BK.007461,2024-09-11,925862,788.7863,795.662,784.2074,792.262,22800106,276909804.09,791.4677,0,2024-09-11T17:18:10+08:00,,2024-09-11,788.7863,795.662,784.2074,792.262
BK.007461,2024-09-12,925862,793.8989,802.8098,785.2723,785.6458,24593345,302994882.4,792.262,0,2024-09-12T17:18:46+08:00,,2024-09-12,793.8989,802.8098,785.2723,785.6458
BK.007461,2024-09-13,925862,790.1317,790.3592,772.4042,772.4655,37531592,399439239.38,785.6458,0,2024-09-13T17:18:28+08:00,,2024-09-13,790.1317,790.3592,772.4042,772.4655
BK.007461,2024-09-18,925862,773.1998,778.0224,762.2944,774.5966,32970811,355132378.29,772.4655,0,2024-09-18T17:19:38+08:00,,2024-09-18,773.1998,778.0224,762.2944,774.5966
BK.007461,2024-09-19,925862,777.418,792.5049,774.3498,785.7939,36437117,417383989.28,774.5966,0,2024-09-19T17:23:40+08:00,,2024-09-19,777.418,792.5049,774.3498,785.7939
BK.007461,2024-09-20,925862,785.2962,792.472,780.6763,791.0175,45199067,532439298.2,785.7939,0,2024-09-20T17:20:29+08:00,,2024-09-20,785.2962,792.472,780.6763,791.0175
BK.007461,2024-09-23,925862,787.4429,800.9087,784.4237,800.2791,95813985,967071959.15,791.0175,0,2024-09-23T17:18:33+08:00,,2024-09-23,787.4429,800.9087,784.4237,800.2791
BK.007461,2024-09-24,925862,800.9326,818.0344,790.5245,818.0344,107498911,1170032932.06,800.2791,0,2024-09-24T17:26:28+08:00,,2024-09-24,800.9326,818.0344,790.5245,818.0344
BK.007461,2024-09-25,925862,821.9713,845.3682,821.9713,833.7589,125989145,1431739507.51,818.0344,0,2024-09-25T17:27:13+08:00,,2024-09-25,821.9713,845.3682,821.9713,833.7589
BK.007461,2024-09-26,925862,832.2431,862.7343,831.6404,862.7125,117867316,1421507431.67,833.7589,0,2024-09-26T17:29:58+08:00,,2024-09-26,832.2431,862.7343,831.6404,862.7125
BK.007461,2024-09-27,925862,870.1827,901.4559,866.6745,897.1655,138688983,1709825865.37,862.7125,0,2024-09-27T17:29:01+08:00,,2024-09-27,870.1827,901.4559,866.6745,897.1655
BK.007461,2024-09-30,925862,952.3797,977.4518,943.9792,973.66,200314771,2713019470.2,897.1655,0,2024-09-30T17:35:57+08:00,,2024-09-30,952.3797,977.4518,943.9792,973.66
BK.007461,2024-10-08,925862,985.8043,1073.0416,970.038,1031.0432,231101688,3472498289.16,973.66,0,2024-10-08T17:32:43+08:00,,2024-10-08,985.8043,1073.0416,970.038,1031.0432
BK.007461,2024-10-09,925862,1008.5396,1008.5396,940.3773,942.9521,152775187,2155911947.76,1031.0432,0,2024-10-09T17:42:20+08:00,,2024-10-09,1008.5396,1008.5396,940.3773,942.9521
BK.007461,2024-10-10,925862,949.8795,966.3483,927.3901,941.9376,114803372,1602215581.05,942.9521,0,2024-10-10T17:40:37+08:00,,2024-10-10,949.8795,966.3483,927.3901,941.9376
BK.007461,2024-10-11,925862,939.3084,939.8736,896.18,903.1687,117058659,1583806327.76,941.9376,0,2024-10-11T17:37:02+08:00,,2024-10-11,939.3084,939.8736,896.18,903.1687
BK.007461,2024-10-14,925862,897.028,917.6827,881.6626,916.2593,95214057,1247584640.06,903.1687,0,2024-10-14T17:37:17+08:00,,2024-10-14,897.028,917.6827,881.6626,916.2593
BK.007461,2024-10-15,925862,909.5143,914.104,889.183,889.2794,74605684,976763659.85,916.2593,0,2024-10-15T17:36:08+08:00,,2024-10-15,909.5143,914.104,889.183,889.2794
BK.007461,2024-10-16,925862,882.7315,893.6096,877.2482,886.6372,58920902,759243918.54,889.2794,0,2024-10-16T17:36:40+08:00,,2024-10-16,882.7315,893.6096,877.2482,886.6372
BK.007461,2024-10-17,925862,895.03,906.627,883.0211,883.9342,86074993,1029417172.17,886.6372,0,2024-10-17T17:32:38+08:00,,2024-10-17,895.03,906.627,883.0211,883.9342
BK.007461,2024-10-18,925862,882.4755,920.0035,879.9251,907.2713,94477863,1212383671.23,883.9342,0,2024-10-18T17:38:12+08:00,,2024-10-18,882.4755,920.0035,879.9251,907.2713
BK.007461,2024-10-21,925862,909.3356,921.4927,904.0071,911.0145,93398686,1216435175.18,907.2713,0,2024-10-21T17:34:48+08:00,,2024-10-21,909.3356,921.4927,904.0071,911.0145
BK.007461,2024-10-22,925862,913.9,934.0236,912.3257,930.4917,97492342,1267122559.45,911.0145,0,2024-10-22T17:31:44+08:00,,2024-10-22,913.9,934.0236,912.3257,930.4917
BK.007461,2024-10-23,925862,929.87,936.6154,923.8898,930.279,117183765,1525105032.84,930.4917,0,2024-10-23T17:32:26+08:00,,2024-10-23,929.87,936.6154,923.8898,930.279
BK.007461,2024-10-24,925862,933.8882,939.9348,922.3993,925.6782,84938119,1094125524.19,930.279,0,2024-10-24T17:28:11+08:00,,2024-10-24,933.8882,939.9348,922.3993,925.6782
BK.007461,2024-10-25,925862,919.4304,937.4644,918.1631,935.585,91545684,1244696752.1,925.6782,0,2024-10-25T17:31:40+08:00,,2024-10-25,919.4304,937.4644,918.1631,935.585
BK.007461,2024-10-28,925862,935.7532,954.1393,932.4949,954.0734,113030766,1518543009.66,935.585,0,2024-10-28T17:29:43+08:00,,2024-10-28,935.7532,954.1393,932.4949,954.0734
BK.007461,2024-10-29,925862,955.7169,959.7565,929.4794,930.0905,101486168,1388857198.41,954.0734,0,2024-10-29T17:32:14+08:00,,2024-10-29,955.7169,959.7565,929.4794,930.0905
