order_id,update_type,status,latency_ms
latency_test_order_0,NEW,NEW,0.4029273986816406
latency_test_order_0,TRADE,FILLED,0.42891502380371094
latency_test_order_0,FILLED,FILLED,0.44417381286621094
latency_test_order_1,NEW,NEW,0.3352165222167969
latency_test_order_1,TRADE,FILLED,0.3561973571777344
latency_test_order_1,FILLED,FILLED,0.3693103790283203
latency_test_order_2,NEW,NEW,0.3688335418701172
latency_test_order_2,TRADE,FILLED,0.4010200500488281
latency_test_order_2,FILLED,FILLED,0.4200935363769531
latency_test_order_3,NEW,NEW,0.4508495330810547
latency_test_order_3,TRADE,FILLED,0.4818439483642578
latency_test_order_3,FILLED,FILLED,0.49591064453125
latency_test_order_4,NEW,NEW,0.37288665771484375
latency_test_order_4,TRADE,FILLED,0.40078163146972656
latency_test_order_4,FILLED,FILLED,0.41794776916503906
latency_test_order_5,NEW,NEW,1.744985580444336
latency_test_order_5,TRADE,FILLED,1.7900466918945312
latency_test_order_5,FILLED,FILLED,1.8129348754882812
latency_test_order_6,NEW,NEW,0.614166259765625
latency_test_order_6,TRADE,FILLED,0.6580352783203125
latency_test_order_6,FILLED,FILLED,0.6780624389648438
latency_test_order_7,NEW,NEW,0.49185752868652344
latency_test_order_7,TRADE,FILLED,0.514984130859375
latency_test_order_7,FILLED,FILLED,0.5290508270263672
latency_test_order_8,NEW,NEW,0.46181678771972656
latency_test_order_8,TRADE,FILLED,0.4909038543701172
latency_test_order_8,FILLED,FILLED,0.5118846893310547
latency_test_order_9,NEW,NEW,1.7521381378173828
latency_test_order_9,TRADE,FILLED,1.8172264099121094
latency_test_order_9,FILLED,FILLED,1.8532276153564453
