price,last_volume,created_at
3341.887,0,2025-05-12 09:14:03.038000+08:00
3341.887,0,2025-05-12 09:14:06.038000+08:00
3341.887,0,2025-05-12 09:14:09.038000+08:00
3341.887,0,2025-05-12 09:14:11.827000+08:00
3341.887,0,2025-05-12 09:14:12.039000+08:00
3341.887,0,2025-05-12 09:14:15.038000+08:00
3341.887,0,2025-05-12 09:14:18.038000+08:00
3341.887,0,2025-05-12 09:14:21.059000+08:00
3341.887,0,2025-05-12 09:14:24.038000+08:00
3341.887,0,2025-05-12 09:14:27.038000+08:00
3341.887,0,2025-05-12 09:14:30.038000+08:00
3341.887,0,2025-05-12 09:14:33.039000+08:00
3341.887,0,2025-05-12 09:14:36.038000+08:00
3341.887,0,2025-05-12 09:14:39.039000+08:00
3341.887,0,2025-05-12 09:14:41.825000+08:00
3341.887,0,2025-05-12 09:14:42.038000+08:00
3341.887,0,2025-05-12 09:14:45.039000+08:00
3341.887,0,2025-05-12 09:14:48.039000+08:00
3341.887,0,2025-05-12 09:14:51.039000+08:00
3341.887,0,2025-05-12 09:14:54.039000+08:00
3341.887,0,2025-05-12 09:14:57.038000+08:00
3341.887,0,2025-05-12 09:15:00.038000+08:00
3341.887,0,2025-05-12 09:15:03.038000+08:00
3341.887,0,2025-05-12 09:15:11.827000+08:00
3341.887,0,2025-05-12 09:15:12.039000+08:00
3341.887,0,2025-05-12 09:15:21.058000+08:00
3341.887,0,2025-05-12 09:15:30.038000+08:00
3341.887,0,2025-05-12 09:15:39.039000+08:00
3341.887,0,2025-05-12 09:15:41.822000+08:00
3341.887,0,2025-05-12 09:15:48.038000+08:00
3341.887,0,2025-05-12 09:15:57.038000+08:00
3341.887,0,2025-05-12 09:16:03.039000+08:00
3341.887,0,2025-05-12 09:16:06.038000+08:00
3341.887,0,2025-05-12 09:16:09.038000+08:00
3341.887,0,2025-05-12 09:16:11.826000+08:00
3341.887,0,2025-05-12 09:16:12.039000+08:00
3341.887,0,2025-05-12 09:16:15.038000+08:00
3341.887,0,2025-05-12 09:16:18.038000+08:00
3341.887,0,2025-05-12 09:16:21.059000+08:00
3341.887,0,2025-05-12 09:16:24.039000+08:00
3341.887,0,2025-05-12 09:16:27.039000+08:00
3341.887,0,2025-05-12 09:16:30.039000+08:00
3341.887,0,2025-05-12 09:16:33.039000+08:00
3341.887,0,2025-05-12 09:16:36.038000+08:00
3341.887,0,2025-05-12 09:16:39.039000+08:00
3341.887,0,2025-05-12 09:16:41.826000+08:00
3341.887,0,2025-05-12 09:16:42.039000+08:00
3341.887,0,2025-05-12 09:16:45.039000+08:00
3341.887,0,2025-05-12 09:16:48.039000+08:00
3341.887,0,2025-05-12 09:16:51.039000+08:00
3341.887,0,2025-05-12 09:16:54.038000+08:00
3341.887,0,2025-05-12 09:16:57.039000+08:00
3341.887,0,2025-05-12 09:17:00.038000+08:00
3341.887,0,2025-05-12 09:17:03.038000+08:00
3341.887,0,2025-05-12 09:17:06.038000+08:00
3341.887,0,2025-05-12 09:17:09.038000+08:00
3341.887,0,2025-05-12 09:17:11.822000+08:00
3341.887,0,2025-05-12 09:17:12.039000+08:00
3341.887,0,2025-05-12 09:17:15.039000+08:00
3341.887,0,2025-05-12 09:17:18.039000+08:00
3341.887,0,2025-05-12 09:17:21.038000+08:00
3341.887,0,2025-05-12 09:17:24.039000+08:00
3341.887,0,2025-05-12 09:17:27.039000+08:00
3341.887,0,2025-05-12 09:17:30.038000+08:00
3341.887,0,2025-05-12 09:17:33.039000+08:00
3341.887,0,2025-05-12 09:17:36.038000+08:00
3341.887,0,2025-05-12 09:17:39.039000+08:00
3341.887,0,2025-05-12 09:17:41.826000+08:00
3341.887,0,2025-05-12 09:17:42.038000+08:00
3341.887,0,2025-05-12 09:17:45.039000+08:00
3341.887,0,2025-05-12 09:17:48.038000+08:00
3341.887,0,2025-05-12 09:17:51.038000+08:00
3341.887,0,2025-05-12 09:17:54.039000+08:00
3341.887,0,2025-05-12 09:17:57.038000+08:00
3341.887,0,2025-05-12 09:18:00.038000+08:00
3341.887,0,2025-05-12 09:18:03.038000+08:00
3341.887,0,2025-05-12 09:18:06.038000+08:00
3341.887,0,2025-05-12 09:18:09.038000+08:00
3341.887,0,2025-05-12 09:18:11.826000+08:00
3341.887,0,2025-05-12 09:18:12.038000+08:00
3341.887,0,2025-05-12 09:18:15.039000+08:00
3341.887,0,2025-05-12 09:18:18.038000+08:00
3341.887,0,2025-05-12 09:18:21.038000+08:00
3341.887,0,2025-05-12 09:18:24.059000+08:00
3341.887,0,2025-05-12 09:18:27.039000+08:00
3341.887,0,2025-05-12 09:18:30.038000+08:00
3341.887,0,2025-05-12 09:18:33.039000+08:00
3341.887,0,2025-05-12 09:18:36.039000+08:00
3341.887,0,2025-05-12 09:18:39.041000+08:00
3341.887,0,2025-05-12 09:18:41.827000+08:00
3341.887,0,2025-05-12 09:18:42.039000+08:00
3341.887,0,2025-05-12 09:18:45.039000+08:00
3341.887,0,2025-05-12 09:18:48.039000+08:00
3341.887,0,2025-05-12 09:18:51.039000+08:00
3341.887,0,2025-05-12 09:18:54.039000+08:00
3341.887,0,2025-05-12 09:18:57.039000+08:00
3341.887,0,2025-05-12 09:19:00.039000+08:00
3341.887,0,2025-05-12 09:19:03.039000+08:00
3341.887,0,2025-05-12 09:19:06.039000+08:00
3341.887,0,2025-05-12 09:19:09.039000+08:00
3341.887,0,2025-05-12 09:19:11.827000+08:00
3341.887,0,2025-05-12 09:19:12.039000+08:00
3341.887,0,2025-05-12 09:19:15.039000+08:00
3341.887,0,2025-05-12 09:19:18.039000+08:00
3341.887,0,2025-05-12 09:19:21.039000+08:00
3341.887,0,2025-05-12 09:19:24.039000+08:00
3341.887,0,2025-05-12 09:19:27.039000+08:00
3341.887,0,2025-05-12 09:19:30.038000+08:00
