price,last_volume,created_at
3316.107,0,2025-05-07 09:14:03.039000+08:00
3316.107,0,2025-05-07 09:14:06.039000+08:00
3316.107,0,2025-05-07 09:14:09.039000+08:00
3316.107,0,2025-05-07 09:14:10.863000+08:00
3316.107,0,2025-05-07 09:14:12.039000+08:00
3316.107,0,2025-05-07 09:14:15.039000+08:00
3316.107,0,2025-05-07 09:14:18.039000+08:00
3316.107,0,2025-05-07 09:14:21.039000+08:00
3316.107,0,2025-05-07 09:14:24.039000+08:00
3316.107,0,2025-05-07 09:14:27.039000+08:00
3316.107,0,2025-05-07 09:14:30.039000+08:00
3316.107,0,2025-05-07 09:14:33.039000+08:00
3316.107,0,2025-05-07 09:14:36.039000+08:00
3316.107,0,2025-05-07 09:14:39.039000+08:00
3316.107,0,2025-05-07 09:14:40.864000+08:00
3316.107,0,2025-05-07 09:14:42.042000+08:00
3316.107,0,2025-05-07 09:14:45.039000+08:00
3316.107,0,2025-05-07 09:14:48.039000+08:00
3316.107,0,2025-05-07 09:14:51.039000+08:00
3316.107,0,2025-05-07 09:14:54.039000+08:00
3316.107,0,2025-05-07 09:14:57.039000+08:00
3316.107,0,2025-05-07 09:15:00.059000+08:00
3316.107,0,2025-05-07 09:15:03.039000+08:00
3316.107,0,2025-05-07 09:15:10.864000+08:00
3316.107,0,2025-05-07 09:15:12.039000+08:00
3316.107,0,2025-05-07 09:15:21.039000+08:00
3316.107,0,2025-05-07 09:15:30.039000+08:00
3316.107,0,2025-05-07 09:15:39.039000+08:00
3316.107,0,2025-05-07 09:15:40.864000+08:00
3316.107,0,2025-05-07 09:15:48.039000+08:00
3316.107,0,2025-05-07 09:15:57.039000+08:00
3316.107,0,2025-05-07 09:16:03.039000+08:00
3316.107,0,2025-05-07 09:16:06.039000+08:00
3316.107,0,2025-05-07 09:16:09.039000+08:00
3316.107,0,2025-05-07 09:16:10.864000+08:00
3316.107,0,2025-05-07 09:16:12.039000+08:00
3316.107,0,2025-05-07 09:16:15.039000+08:00
3316.107,0,2025-05-07 09:16:18.039000+08:00
3316.107,0,2025-05-07 09:16:21.039000+08:00
3316.107,0,2025-05-07 09:16:24.039000+08:00
3316.107,0,2025-05-07 09:16:27.039000+08:00
3316.107,0,2025-05-07 09:16:30.039000+08:00
3316.107,0,2025-05-07 09:16:33.039000+08:00
3316.107,0,2025-05-07 09:16:36.039000+08:00
3316.107,0,2025-05-07 09:16:39.039000+08:00
3316.107,0,2025-05-07 09:16:40.865000+08:00
3316.107,0,2025-05-07 09:16:42.039000+08:00
3316.107,0,2025-05-07 09:16:45.039000+08:00
3316.107,0,2025-05-07 09:16:48.039000+08:00
3316.107,0,2025-05-07 09:16:51.059000+08:00
3316.107,0,2025-05-07 09:16:54.039000+08:00
3316.107,0,2025-05-07 09:16:57.039000+08:00
3316.107,0,2025-05-07 09:17:00.039000+08:00
3316.107,0,2025-05-07 09:17:03.039000+08:00
3316.107,0,2025-05-07 09:17:06.039000+08:00
3316.107,0,2025-05-07 09:17:09.039000+08:00
3316.107,0,2025-05-07 09:17:10.861000+08:00
3316.107,0,2025-05-07 09:17:12.039000+08:00
3316.107,0,2025-05-07 09:17:15.039000+08:00
3316.107,0,2025-05-07 09:17:18.039000+08:00
3316.107,0,2025-05-07 09:17:21.039000+08:00
3316.107,0,2025-05-07 09:17:24.039000+08:00
3316.107,0,2025-05-07 09:17:27.039000+08:00
3316.107,0,2025-05-07 09:17:30.039000+08:00
3316.107,0,2025-05-07 09:17:33.039000+08:00
3316.107,0,2025-05-07 09:17:36.039000+08:00
3316.107,0,2025-05-07 09:17:39.039000+08:00
3316.107,0,2025-05-07 09:17:40.863000+08:00
3316.107,0,2025-05-07 09:17:42.039000+08:00
3316.107,0,2025-05-07 09:17:45.039000+08:00
3316.107,0,2025-05-07 09:17:48.039000+08:00
3316.107,0,2025-05-07 09:17:51.039000+08:00
3316.107,0,2025-05-07 09:17:54.059000+08:00
3316.107,0,2025-05-07 09:17:57.059000+08:00
3316.107,0,2025-05-07 09:18:00.039000+08:00
3316.107,0,2025-05-07 09:18:03.039000+08:00
3316.107,0,2025-05-07 09:18:06.059000+08:00
3316.107,0,2025-05-07 09:18:09.038000+08:00
3316.107,0,2025-05-07 09:18:10.865000+08:00
3316.107,0,2025-05-07 09:18:12.039000+08:00
3316.107,0,2025-05-07 09:18:15.039000+08:00
3316.107,0,2025-05-07 09:18:18.039000+08:00
3316.107,0,2025-05-07 09:18:21.059000+08:00
3316.107,0,2025-05-07 09:18:24.039000+08:00
3316.107,0,2025-05-07 09:18:27.039000+08:00
3316.107,0,2025-05-07 09:18:30.039000+08:00
3316.107,0,2025-05-07 09:18:33.039000+08:00
3316.107,0,2025-05-07 09:18:36.039000+08:00
3316.107,0,2025-05-07 09:18:39.039000+08:00
3316.107,0,2025-05-07 09:18:40.860000+08:00
3316.107,0,2025-05-07 09:18:42.039000+08:00
3316.107,0,2025-05-07 09:18:45.039000+08:00
3316.107,0,2025-05-07 09:18:48.039000+08:00
3316.107,0,2025-05-07 09:18:51.039000+08:00
3316.107,0,2025-05-07 09:18:54.059000+08:00
3316.107,0,2025-05-07 09:18:57.039000+08:00
3316.107,0,2025-05-07 09:19:00.039000+08:00
3316.107,0,2025-05-07 09:19:03.039000+08:00
3316.107,0,2025-05-07 09:19:06.039000+08:00
3316.107,0,2025-05-07 09:19:09.039000+08:00
3316.107,0,2025-05-07 09:19:10.865000+08:00
3316.107,0,2025-05-07 09:19:12.039000+08:00
3316.107,0,2025-05-07 09:19:15.039000+08:00
3316.107,0,2025-05-07 09:19:18.039000+08:00
3316.107,0,2025-05-07 09:19:21.038000+08:00
3316.107,0,2025-05-07 09:19:24.039000+08:00
3316.107,0,2025-05-07 09:19:27.039000+08:00
3316.107,0,2025-05-07 09:19:30.039000+08:00
3316.107,0,2025-05-07 09:19:33.039000+08:00
3316.107,0,2025-05-07 09:19:36.039000+08:00
3316.107,0,2025-05-07 09:19:39.039000+08:00
3316.107,0,2025-05-07 09:19:40.864000+08:00
3316.107,0,2025-05-07 09:19:42.039000+08:00
3316.107,0,2025-05-07 09:19:45.039000+08:00
3316.107,0,2025-05-07 09:19:48.038000+08:00
3316.107,0,2025-05-07 09:19:51.039000+08:00
3316.107,0,2025-05-07 09:19:54.059000+08:00
3316.107,0,2025-05-07 09:19:57.039000+08:00
3316.107,0,2025-05-07 09:20:00.039000+08:00
3316.107,0,2025-05-07 09:20:03.039000+08:00
3316.107,0,2025-05-07 09:20:06.039000+08:00
3316.107,0,2025-05-07 09:20:09.039000+08:00
3316.107,0,2025-05-07 09:20:10.864000+08:00
3316.107,0,2025-05-07 09:20:12.039000+08:00
3316.107,0,2025-05-07 09:20:15.039000+08:00
3316.107,0,2025-05-07 09:20:18.039000+08:00
3316.107,0,2025-05-07 09:20:21.039000+08:00
3316.107,0,2025-05-07 09:20:24.039000+08:00
3316.107,0,2025-05-07 09:20:27.039000+08:00
3316.107,0,2025-05-07 09:20:30.039000+08:00
3316.107,0,2025-05-07 09:20:33.039000+08:00
3316.107,0,2025-05-07 09:20:36.039000+08:00
3316.107,0,2025-05-07 09:20:39.039000+08:00
3316.107,0,2025-05-07 09:20:40.864000+08:00
3316.107,0,2025-05-07 09:20:42.039000+08:00
3316.107,0,2025-05-07 09:20:45.039000+08:00
3316.107,0,2025-05-07 09:20:48.039000+08:00
3316.107,0,2025-05-07 09:20:51.039000+08:00
3316.107,0,2025-05-07 09:20:54.059000+08:00
3316.107,0,2025-05-07 09:20:57.039000+08:00
3316.107,0,2025-05-07 09:21:00.039000+08:00
3316.107,0,2025-05-07 09:21:03.039000+08:00
3316.107,0,2025-05-07 09:21:06.039000+08:00
3316.107,0,2025-05-07 09:21:09.039000+08:00
3316.107,0,2025-05-07 09:21:10.864000+08:00
3316.107,0,2025-05-07 09:21:12.039000+08:00
3316.107,0,2025-05-07 09:21:15.039000+08:00
3316.107,0,2025-05-07 09:21:18.039000+08:00
3316.107,0,2025-05-07 09:21:21.039000+08:00
3316.107,0,2025-05-07 09:21:24.039000+08:00
3316.107,0,2025-05-07 09:21:27.042000+08:00
3316.107,0,2025-05-07 09:21:30.039000+08:00
3316.107,0,2025-05-07 09:21:33.039000+08:00
3316.107,0,2025-05-07 09:21:36.039000+08:00
3316.107,0,2025-05-07 09:21:39.039000+08:00
3316.107,0,2025-05-07 09:21:40.865000+08:00
3316.107,0,2025-05-07 09:21:42.039000+08:00
3316.107,0,2025-05-07 09:21:45.039000+08:00
3316.107,0,2025-05-07 09:21:48.039000+08:00
3316.107,0,2025-05-07 09:21:51.039000+08:00
3316.107,0,2025-05-07 09:21:54.039000+08:00
3316.107,0,2025-05-07 09:21:57.059000+08:00
3316.107,0,2025-05-07 09:22:00.039000+08:00
3316.107,0,2025-05-07 09:22:03.039000+08:00
3316.107,0,2025-05-07 09:22:06.039000+08:00
3316.107,0,2025-05-07 09:22:09.039000+08:00
3316.107,0,2025-05-07 09:22:10.863000+08:00
3316.107,0,2025-05-07 09:22:12.039000+08:00
3316.107,0,2025-05-07 09:22:15.039000+08:00
3316.107,0,2025-05-07 09:22:18.039000+08:00
3316.107,0,2025-05-07 09:22:21.039000+08:00
